Date,HOEP and Global Adjustment
7/23/2022,142.37
7/23/2022,123.71
7/24/2022,100.4
7/24/2022,126.04
7/24/2022,97.08
7/24/2022,85.57
7/24/2022,76.22
7/24/2022,76.16
7/24/2022,95.6
7/24/2022,133.25
7/24/2022,134.66
7/24/2022,139.42
7/24/2022,139.25
7/24/2022,138.86
7/24/2022,140.1
7/24/2022,132.74
7/24/2022,129.1
7/24/2022,137.63
7/24/2022,141.36
7/24/2022,145.1
7/24/2022,142.74
7/24/2022,141.29
7/24/2022,140.04
7/24/2022,133.03
7/24/2022,111.61
7/24/2022,135.52
7/25/2022,143.46
7/25/2022,137.91
7/25/2022,70.1
7/25/2022,77.23
7/25/2022,68.4
7/25/2022,67.3
7/25/2022,124.91
7/25/2022,140.07
7/25/2022,127.09
7/25/2022,138.62
7/25/2022,139.99
7/25/2022,140.12
7/25/2022,139.8
7/25/2022,134.65
7/25/2022,127.44
7/25/2022,120.16
7/25/2022,139
7/25/2022,142.94
7/25/2022,145.02
7/25/2022,144.13
7/25/2022,143.59
7/25/2022,141.55
7/25/2022,134.8
7/25/2022,103.63
7/26/2022,99.48
7/26/2022,119.86
7/26/2022,129.29
7/26/2022,122.09
7/26/2022,77.23
7/26/2022,82.59
7/26/2022,94.49
7/26/2022,116.49
7/26/2022,132.94
7/26/2022,138.89
7/26/2022,142.23
7/26/2022,143.64
7/26/2022,144.24
7/26/2022,141.32
7/26/2022,144.68
7/26/2022,141.27
7/26/2022,145.31
7/26/2022,150.16
7/26/2022,147.1
7/26/2022,142.43
7/26/2022,144.71
7/26/2022,144.73
7/26/2022,141.24
7/26/2022,106.27
7/27/2022,96.75
7/27/2022,122.32
7/27/2022,100.44
7/27/2022,117.39
7/27/2022,100.12
7/27/2022,90.74
7/27/2022,90.5
7/27/2022,111.3
7/27/2022,137.44
7/27/2022,140.86
7/27/2022,134.33
7/27/2022,150.61
7/27/2022,151.12
7/27/2022,151.08
7/27/2022,151.01
7/27/2022,151.69
7/27/2022,156.15
7/27/2022,150.87
7/27/2022,149.87
7/27/2022,149.55
7/27/2022,150.27
7/27/2022,149.84
7/27/2022,146.11
7/27/2022,153.86
7/28/2022,166.46
7/28/2022,159.45
7/28/2022,154.4
7/28/2022,151.03
7/28/2022,145.77
7/28/2022,143.98
7/28/2022,138.95
7/28/2022,145.91
7/28/2022,146.08
7/28/2022,146.85
7/28/2022,147.53
7/28/2022,147.5
7/28/2022,146.31
7/28/2022,146.8
7/28/2022,146.81
7/28/2022,148.63
7/28/2022,147.01
7/28/2022,147.69
7/28/2022,154.42
7/28/2022,147.49
7/28/2022,146.6
7/28/2022,145.12
7/28/2022,119.09
7/28/2022,109.91
7/29/2022,88.93
7/29/2022,101.07
7/29/2022,81.08
7/29/2022,77.53
7/29/2022,77.13
7/29/2022,79.08
7/29/2022,88.73
7/29/2022,139.3
7/29/2022,141.32
7/29/2022,143.42
7/29/2022,143.62
7/29/2022,141.31
7/29/2022,143.42
7/29/2022,143.46
7/29/2022,143.88
7/29/2022,142.87
7/29/2022,148.5
7/29/2022,143.72
7/29/2022,144.17
7/29/2022,143.6
7/29/2022,145.8
7/29/2022,142.07
7/29/2022,98.49
7/29/2022,74.97
7/30/2022,73.02
7/30/2022,77.18
7/30/2022,109.28
7/30/2022,94.11
7/30/2022,77.82
7/30/2022,82.43
7/30/2022,87.81
7/30/2022,77.73
7/30/2022,114.03
7/30/2022,145.7
7/30/2022,133.65
7/30/2022,134.6
7/30/2022,134.16
7/30/2022,140.8
7/30/2022,142.2
7/30/2022,143.1
7/30/2022,145.98
7/30/2022,146.59
7/30/2022,147.42
7/30/2022,145.55
7/30/2022,145.24
7/30/2022,143.04
7/30/2022,90.35
7/30/2022,67.83
7/31/2022,64.29
7/31/2022,63.29
7/31/2022,69.18
7/31/2022,77.97
7/31/2022,78.73
7/31/2022,105.25
7/31/2022,89.24
7/31/2022,82.5
7/31/2022,107.6
7/31/2022,134.82
7/31/2022,142.9
7/31/2022,145.18
7/31/2022,145.15
7/31/2022,145.19
7/31/2022,145.26
7/31/2022,144.99
7/31/2022,149.86
7/31/2022,152.95
7/31/2022,155
7/31/2022,143.94
7/31/2022,144.69
7/31/2022,143.43
7/31/2022,103.12
7/31/2022,70.79
8/1/2022,67.12
8/1/2022,68.48
8/1/2022,72.37
8/1/2022,77.18
8/1/2022,77.21
8/1/2022,73.17
8/1/2022,94.03
8/1/2022,92.61
8/1/2022,96.43
8/1/2022,139.4
8/1/2022,137.61
8/1/2022,136.89
8/1/2022,138.18
8/1/2022,140
8/1/2022,141.78
8/1/2022,141.83
8/1/2022,142.73
8/1/2022,143.09
8/1/2022,143.17
8/1/2022,143.06
8/1/2022,142.39
8/1/2022,142.04
8/1/2022,140.27
8/1/2022,125.88
8/2/2022,100.66
8/2/2022,124.45
8/2/2022,161.67
8/2/2022,180.93
8/2/2022,77.21
8/2/2022,96.49
8/2/2022,112.02
8/2/2022,137.81
8/2/2022,138.87
8/2/2022,140.48
8/2/2022,140.96
8/2/2022,140.56
8/2/2022,146.92
8/2/2022,145.91
8/2/2022,146.89
8/2/2022,159.32
8/2/2022,206.47
8/2/2022,307.63
8/2/2022,168.39
8/2/2022,159.45
8/2/2022,148.16
8/2/2022,142.74
8/2/2022,137.73
8/2/2022,113.44
8/3/2022,75.96
8/3/2022,71.04
8/3/2022,68.53
8/3/2022,67.69
8/3/2022,63.32
8/3/2022,64.78
8/3/2022,63.34
8/3/2022,69.33
8/3/2022,130.93
8/3/2022,127.79
8/3/2022,80.96
8/3/2022,115.39
8/3/2022,118.32
8/3/2022,119.63
8/3/2022,129.91
8/3/2022,135.99
8/3/2022,139.05
8/3/2022,135.83
8/3/2022,133.78
8/3/2022,134.58
8/3/2022,157.57
8/3/2022,137.92
8/3/2022,134.75
8/3/2022,84.22
8/4/2022,77.19
8/4/2022,77.21
8/4/2022,159.87
8/4/2022,160.8
8/4/2022,113.38
8/4/2022,119.03
8/4/2022,128.18
8/4/2022,138.86
8/4/2022,156.02
8/4/2022,168.84
8/4/2022,144.4
8/4/2022,164.3
8/4/2022,197.54
8/4/2022,146.54
8/4/2022,161.32
8/4/2022,169
8/4/2022,174.21
8/4/2022,191.38
8/4/2022,175.37
8/4/2022,189.33
8/4/2022,207.33
8/4/2022,170.46
8/4/2022,141.4
8/4/2022,147.62
8/5/2022,142.55
8/5/2022,132.87
8/5/2022,127
8/5/2022,116.3
8/5/2022,106.15
8/5/2022,120.6
8/5/2022,136.68
8/5/2022,140.31
8/5/2022,148.46
8/5/2022,180.68
8/5/2022,200.11
8/5/2022,212.43
8/5/2022,203.44
8/5/2022,208.56
8/5/2022,206.48
8/5/2022,210.16
8/5/2022,186.45
8/5/2022,187.86
8/5/2022,209.97
8/5/2022,192.88
8/5/2022,189.89
8/5/2022,154.64
8/5/2022,141.5
8/5/2022,141.81
8/6/2022,111.55
8/6/2022,80.72
8/6/2022,76.6
8/6/2022,77.29
8/6/2022,96.6
8/6/2022,71.18
8/6/2022,94.06
8/6/2022,136.33
8/6/2022,141.41
8/6/2022,153.05
8/6/2022,219.52
8/6/2022,149.4
8/6/2022,183.01
8/6/2022,187.84
8/6/2022,196.52
8/6/2022,202.29
8/6/2022,233.84
8/6/2022,281.58
8/6/2022,681.14
8/6/2022,232.81
8/6/2022,209.55
8/6/2022,171.38
8/6/2022,142.61
8/6/2022,144.92
8/7/2022,140.96
8/7/2022,136.7
8/7/2022,125.55
8/7/2022,120.64
8/7/2022,133.15
8/7/2022,122.31
8/7/2022,116.62
8/7/2022,143.18
8/7/2022,146.09
8/7/2022,151.89
8/7/2022,173.61
8/7/2022,172.42
8/7/2022,182.47
8/7/2022,166.32
8/7/2022,143.71
8/7/2022,191.93
8/7/2022,177.16
8/7/2022,170.52
8/7/2022,173.12
8/7/2022,311.49
8/7/2022,752.18
8/7/2022,185.6
8/7/2022,149.02
8/7/2022,142.14
8/8/2022,143.34
8/8/2022,142.86
8/8/2022,140.12
8/8/2022,124.18
8/8/2022,130.39
8/8/2022,139.68
8/8/2022,141.94
8/8/2022,144.71
8/8/2022,158.68
8/8/2022,209.52
8/8/2022,216.97
8/8/2022,205.09
8/8/2022,178.34
8/8/2022,199.98
8/8/2022,196.91
8/8/2022,191.15
8/8/2022,200.88
8/8/2022,200.86
8/8/2022,192.32
8/8/2022,144.94
8/8/2022,149.64
8/8/2022,141.5
8/8/2022,130.21
8/8/2022,84.24
8/9/2022,99.17
8/9/2022,84.07
8/9/2022,148.76
8/9/2022,126.69
8/9/2022,94.63
8/9/2022,95.77
8/9/2022,130.55
8/9/2022,135.9
8/9/2022,135.98
8/9/2022,137.54
8/9/2022,136.03
8/9/2022,135.01
8/9/2022,129.89
8/9/2022,133.48
8/9/2022,127.57
8/9/2022,134.38
8/9/2022,137.93
8/9/2022,146.29
8/9/2022,138.61
8/9/2022,139.09
8/9/2022,143.43
8/9/2022,137.78
8/9/2022,130.3
8/9/2022,100.7
8/10/2022,87.8
8/10/2022,97.82
8/10/2022,132.08
8/10/2022,135
8/10/2022,77.73
8/10/2022,128.51
8/10/2022,129.05
8/10/2022,138.49
8/10/2022,139.07
8/10/2022,139.19
8/10/2022,138.87
8/10/2022,135.67
8/10/2022,136.71
8/10/2022,137.99
8/10/2022,135.28
8/10/2022,148.59
8/10/2022,187.75
8/10/2022,196
8/10/2022,168.28
8/10/2022,137.89
8/10/2022,137.97
8/10/2022,137.72
8/10/2022,131.01
8/10/2022,133.9
8/11/2022,107.34
8/11/2022,71.04
8/11/2022,68.24
8/11/2022,68.97
8/11/2022,72.48
8/11/2022,73.74
8/11/2022,93.04
8/11/2022,147.2
8/11/2022,131.7
8/11/2022,140.76
8/11/2022,123.06
8/11/2022,114.99
8/11/2022,119.23
8/11/2022,121.15
8/11/2022,130.98
8/11/2022,136.72
8/11/2022,136.2
8/11/2022,135.44
8/11/2022,136.39
8/11/2022,137.48
8/11/2022,111.15
8/11/2022,95.93
8/11/2022,73.79
8/11/2022,73.11
8/12/2022,76.81
8/12/2022,77.22
8/12/2022,77.19
8/12/2022,77.22
8/12/2022,77.2
8/12/2022,72.09
8/12/2022,83.78
8/12/2022,114.84
8/12/2022,142.4
8/12/2022,136.35
8/12/2022,141.33
8/12/2022,137.23
8/12/2022,128.8
8/12/2022,141.59
8/12/2022,140.98
8/12/2022,143.78
8/12/2022,143.52
8/12/2022,152.1
8/12/2022,149.31
8/12/2022,142.55
8/12/2022,142.56
8/12/2022,140.68
8/12/2022,97.26
8/12/2022,81.61
8/13/2022,88.83
8/13/2022,129.78
8/13/2022,85.18
8/13/2022,132.69
8/13/2022,99.1
8/13/2022,90.5
8/13/2022,77.46
8/13/2022,86.71
8/13/2022,86.52
8/13/2022,91.61
8/13/2022,146.96
8/13/2022,141.64
8/13/2022,143.89
8/13/2022,143.63
8/13/2022,142.22
8/13/2022,144.24
8/13/2022,145.75
8/13/2022,146.1
8/13/2022,144.14
8/13/2022,149.21
8/13/2022,144.21
8/13/2022,127.61
8/13/2022,113.79
8/13/2022,114.77
8/14/2022,82.08
8/14/2022,88.07
8/14/2022,142.85
8/14/2022,120.65
8/14/2022,77.23
8/14/2022,76.12
8/14/2022,77.2
8/14/2022,72.47
8/14/2022,127.25
8/14/2022,153.04
8/14/2022,135.36
8/14/2022,143.08
8/14/2022,143.63
8/14/2022,143.92
8/14/2022,143.79
8/14/2022,144.21
8/14/2022,145.68
8/14/2022,146.03
8/14/2022,144.66
8/14/2022,144.61
8/14/2022,149.18
8/14/2022,125.39
8/14/2022,137.78
8/14/2022,87.33
8/15/2022,92.18
8/15/2022,138.25
8/15/2022,102.73
8/15/2022,77.24
8/15/2022,77.24
8/15/2022,73.87
8/15/2022,80.36
8/15/2022,129.97
8/15/2022,139.08
8/15/2022,143.67
8/15/2022,144.12
8/15/2022,145.53
8/15/2022,146.24
8/15/2022,146.44
8/15/2022,152.61
8/15/2022,173.86
8/15/2022,191.85
8/15/2022,163.42
8/15/2022,158.17
8/15/2022,146.41
8/15/2022,146.24
8/15/2022,144.93
8/15/2022,141.99
8/15/2022,98.1
8/16/2022,82.12
8/16/2022,77.21
8/16/2022,77.25
8/16/2022,127.72
8/16/2022,77.21
8/16/2022,77.24
8/16/2022,134.34
8/16/2022,143
8/16/2022,150.34
8/16/2022,182.73
8/16/2022,210.3
8/16/2022,216.15
8/16/2022,176.96
8/16/2022,168.39
8/16/2022,151.12
8/16/2022,178.72
8/16/2022,215.82
8/16/2022,184.15
8/16/2022,153.11
8/16/2022,145.21
8/16/2022,148.17
8/16/2022,145.1
8/16/2022,144.23
8/16/2022,143.13
8/17/2022,149.53
8/17/2022,100.81
8/17/2022,115.25
8/17/2022,112.65
8/17/2022,118.47
8/17/2022,144.69
8/17/2022,141.18
8/17/2022,148.13
8/17/2022,148.36
8/17/2022,150.27
8/17/2022,150.21
8/17/2022,163.48
8/17/2022,154.62
8/17/2022,155.88
8/17/2022,156.34
8/17/2022,182.05
8/17/2022,180.81
8/17/2022,180.35
8/17/2022,158.3
8/17/2022,176.43
8/17/2022,152.32
8/17/2022,149.77
8/17/2022,147.78
8/17/2022,131.94
8/18/2022,147.55
8/18/2022,116.72
8/18/2022,126.2
8/18/2022,117.77
8/18/2022,98.09
8/18/2022,94
8/18/2022,100.13
8/18/2022,134.78
8/18/2022,150.76
8/18/2022,151.31
8/18/2022,152
8/18/2022,170.57
8/18/2022,152.26
8/18/2022,158.34
8/18/2022,163.96
8/18/2022,188.82
8/18/2022,213.34
8/18/2022,192.39
8/18/2022,192.73
8/18/2022,179.02
8/18/2022,163.07
8/18/2022,151.51
8/18/2022,149.04
8/18/2022,137.03
8/19/2022,108.4
8/19/2022,111.74
8/19/2022,103.05
8/19/2022,116.45
8/19/2022,108.89
8/19/2022,135.71
8/19/2022,116.32
8/19/2022,144.41
8/19/2022,150.96
8/19/2022,151.32
8/19/2022,160.95
8/19/2022,189.29
8/19/2022,194.81
8/19/2022,165.05
8/19/2022,152.94
8/19/2022,155.08
8/19/2022,183.69
8/19/2022,176.4
8/19/2022,179.56
8/19/2022,153.88
8/19/2022,151.57
8/19/2022,150.53
8/19/2022,149.38
8/19/2022,131.03
8/20/2022,103.95
8/20/2022,101.18
8/20/2022,113.29
8/20/2022,107.8
8/20/2022,116.1
8/20/2022,76.22
8/20/2022,81.57
8/20/2022,109.64
8/20/2022,148.72
8/20/2022,149.41
8/20/2022,149.88
8/20/2022,150.42
8/20/2022,152.84
8/20/2022,159.96
8/20/2022,168.24
8/20/2022,184.07
8/20/2022,192.62
8/20/2022,146.18
8/20/2022,145.09
8/20/2022,156.04
8/20/2022,169
8/20/2022,149.99
8/20/2022,149.87
8/20/2022,148.15
8/21/2022,149.92
8/21/2022,140.91
8/21/2022,101.95
8/21/2022,86.59
8/21/2022,76.34
8/21/2022,103.49
8/21/2022,149.51
8/21/2022,102.99
8/21/2022,142.63
8/21/2022,149.78
8/21/2022,149.84
8/21/2022,149.91
8/21/2022,149.83
8/21/2022,149.87
8/21/2022,154.72
8/21/2022,161.59
8/21/2022,157.27
8/21/2022,150.02
8/21/2022,157.93
8/21/2022,210.79
8/21/2022,154.63
8/21/2022,153.86
8/21/2022,148.95
8/21/2022,147.4
8/22/2022,145.05
8/22/2022,153.84
8/22/2022,117.74
8/22/2022,130.64
8/22/2022,100.32
8/22/2022,143.85
8/22/2022,148.22
8/22/2022,149.95
8/22/2022,149.91
8/22/2022,160.66
8/22/2022,171.51
8/22/2022,213.84
8/22/2022,226.88
8/22/2022,251.63
8/22/2022,154.45
8/22/2022,158.33
8/22/2022,149.99
8/22/2022,149.94
8/22/2022,151.41
8/22/2022,151.85
8/22/2022,149.6
8/22/2022,149.52
8/22/2022,147.92
8/22/2022,146.81
8/23/2022,154.65
8/23/2022,158.13
8/23/2022,117.23
8/23/2022,137.34
8/23/2022,114.83
8/23/2022,149.25
8/23/2022,152.17
8/23/2022,153.25
8/23/2022,153.58
8/23/2022,185.54
8/23/2022,207.16
8/23/2022,248.46
8/23/2022,200.26
8/23/2022,169.65
8/23/2022,205.67
8/23/2022,210.7
8/23/2022,222.26
8/23/2022,207.36
8/23/2022,190.26
8/23/2022,173.26
8/23/2022,162.6
8/23/2022,155.05
8/23/2022,152.69
8/23/2022,161.15
8/24/2022,149.63
8/24/2022,93.98
8/24/2022,95.45
8/24/2022,77.25
8/24/2022,77.2
8/24/2022,143.5
8/24/2022,153.55
8/24/2022,154.57
8/24/2022,154.82
8/24/2022,157.58
8/24/2022,199.1
8/24/2022,215.86
8/24/2022,211.93
8/24/2022,199.41
8/24/2022,220.15
8/24/2022,209.08
8/24/2022,217.53
8/24/2022,177.5
8/24/2022,169.16
8/24/2022,176.75
8/24/2022,172.15
8/24/2022,168.68
8/24/2022,154.56
8/24/2022,152.78
8/25/2022,156.32
8/25/2022,138.39
8/25/2022,113.92
8/25/2022,98.92
8/25/2022,94.9
8/25/2022,147.94
8/25/2022,142.91
8/25/2022,148.66
8/25/2022,150.59
8/25/2022,151.31
8/25/2022,153.66
8/25/2022,158.09
8/25/2022,160.62
8/25/2022,186.65
8/25/2022,211.73
8/25/2022,223.69
8/25/2022,171.61
8/25/2022,153.78
8/25/2022,163.03
8/25/2022,172.88
8/25/2022,159.22
8/25/2022,151.32
8/25/2022,149.59
8/25/2022,149.65
8/26/2022,148.08
8/26/2022,155.59
8/26/2022,133.76
8/26/2022,141.6
8/26/2022,148.62
8/26/2022,150.18
8/26/2022,151.11
8/26/2022,151.36
8/26/2022,151.86
8/26/2022,152.35
8/26/2022,151.74
8/26/2022,152.5
8/26/2022,153.8
8/26/2022,151.33
8/26/2022,151.81
8/26/2022,150.05
8/26/2022,149.23
8/26/2022,147.46
8/26/2022,149.06
8/26/2022,147.78
8/26/2022,152.87
8/26/2022,150.79
8/26/2022,143.51
8/26/2022,115.16
8/27/2022,136.83
8/27/2022,139.98
8/27/2022,130.13
8/27/2022,121.85
8/27/2022,95.01
8/27/2022,103.79
8/27/2022,80.58
8/27/2022,115.76
8/27/2022,104.53
8/27/2022,146.24
8/27/2022,139.44
8/27/2022,146.1
8/27/2022,145.99
8/27/2022,140.35
8/27/2022,149.33
8/27/2022,150.24
8/27/2022,151.92
8/27/2022,152.23
8/27/2022,151.82
8/27/2022,150.81
8/27/2022,150.04
8/27/2022,142.29
8/27/2022,83.92
8/27/2022,72.56
8/28/2022,71.79
8/28/2022,76.17
8/28/2022,76.16
8/28/2022,76.29
8/28/2022,77.08
8/28/2022,118.9
8/28/2022,76.39
8/28/2022,84.54
8/28/2022,85.78
8/28/2022,139.14
8/28/2022,146.4
8/28/2022,151.46
8/28/2022,151.15
8/28/2022,151.96
8/28/2022,152.68
8/28/2022,156.89
8/28/2022,190.05
8/28/2022,190.91
8/28/2022,187.88
8/28/2022,186.59
8/28/2022,154.16
8/28/2022,151.78
8/28/2022,148.51
8/28/2022,79.72
8/29/2022,71.03
8/29/2022,76.16
8/29/2022,76.28
8/29/2022,88.58
8/29/2022,72.6
8/29/2022,77.68
8/29/2022,132.06
8/29/2022,146.66
8/29/2022,151.6
8/29/2022,159.69
8/29/2022,152.28
8/29/2022,172.84
8/29/2022,179.98
8/29/2022,177.33
8/29/2022,168.76
8/29/2022,195.39
8/29/2022,251.35
8/29/2022,178.6
8/29/2022,204.9
8/29/2022,634.78
8/29/2022,318.04
8/29/2022,153.28
8/29/2022,150.1
8/29/2022,143.58
8/30/2022,140.74
8/30/2022,116.58
8/30/2022,137.1
8/30/2022,143.89
8/30/2022,144.97
8/30/2022,150.99
8/30/2022,157.36
8/30/2022,215.65
8/30/2022,158.28
8/30/2022,168.62
8/30/2022,169.11
8/30/2022,184.35
8/30/2022,158.97
8/30/2022,152.09
8/30/2022,152.16
8/30/2022,158.99
8/30/2022,152.44
8/30/2022,149.59
8/30/2022,151.64
8/30/2022,147.49
8/30/2022,149.42
8/30/2022,148.24
8/30/2022,122.75
8/30/2022,151.1
8/31/2022,158.92
8/31/2022,93.21
8/31/2022,76.26
8/31/2022,76.18
8/31/2022,63.68
8/31/2022,65.65
8/31/2022,64.29
8/31/2022,74.97
8/31/2022,136.34
8/31/2022,120.12
8/31/2022,142.11
8/31/2022,142.85
8/31/2022,142.59
8/31/2022,143.81
8/31/2022,137.97
8/31/2022,139.36
8/31/2022,138.59
8/31/2022,148.62
8/31/2022,149.93
8/31/2022,173.86
8/31/2022,144.63
8/31/2022,132.85
8/31/2022,77.69
8/31/2022,71.34
9/1/2022,69.35
9/1/2022,94.76
9/1/2022,212.56
9/1/2022,227.93
9/1/2022,134.29
9/1/2022,96.1
9/1/2022,141.67
9/1/2022,143.54
9/1/2022,142.54
9/1/2022,143.4
9/1/2022,136.02
9/1/2022,145.88
9/1/2022,141.87
9/1/2022,144.15
9/1/2022,144.81
9/1/2022,147.53
9/1/2022,152.34
9/1/2022,169.81
9/1/2022,187.31
9/1/2022,157.24
9/1/2022,148.12
9/1/2022,146.26
9/1/2022,128.72
9/1/2022,114.96
9/2/2022,74.61
9/2/2022,74.73
9/2/2022,77.21
9/2/2022,77.23
9/2/2022,72.93
9/2/2022,69.86
9/2/2022,68.22
9/2/2022,98.53
9/2/2022,144.62
9/2/2022,149.07
9/2/2022,144.6
9/2/2022,149.88
9/2/2022,151.96
9/2/2022,152.11
9/2/2022,152.27
9/2/2022,164.53
9/2/2022,166.26
9/2/2022,160.47
9/2/2022,158.7
9/2/2022,151.89
9/2/2022,150.12
9/2/2022,148.61
9/2/2022,117.99
9/2/2022,112.86
9/3/2022,235.54
9/3/2022,82.61
9/3/2022,97.28
9/3/2022,77.22
9/3/2022,113.39
9/3/2022,133.77
9/3/2022,100.27
9/3/2022,107.93
9/3/2022,141.81
9/3/2022,146.08
9/3/2022,150.21
9/3/2022,156.08
9/3/2022,163.49
9/3/2022,172.99
9/3/2022,171.95
9/3/2022,200.02
9/3/2022,195.07
9/3/2022,161.32
9/3/2022,180.6
9/3/2022,153.21
9/3/2022,152.43
9/3/2022,147.26
9/3/2022,145.58
9/3/2022,145.56
9/4/2022,160.53
9/4/2022,167.82
9/4/2022,114.4
9/4/2022,159.5
9/4/2022,92.21
9/4/2022,119.4
9/4/2022,93.34
9/4/2022,137.75
9/4/2022,144.05
9/4/2022,143.87
9/4/2022,144.06
9/4/2022,146.12
9/4/2022,144.2
9/4/2022,143.88
9/4/2022,143.87
9/4/2022,145.58
9/4/2022,144.17
9/4/2022,143.81
9/4/2022,146.42
9/4/2022,146.33
9/4/2022,145.8
9/4/2022,145.31
9/4/2022,135.41
9/4/2022,141.1
9/5/2022,167.79
9/5/2022,155.5
9/5/2022,146.3
9/5/2022,168.93
9/5/2022,159.49
9/5/2022,147.74
9/5/2022,112.87
9/5/2022,99.6
9/5/2022,139.14
9/5/2022,144.39
9/5/2022,143.47
9/5/2022,131.62
9/5/2022,144.25
9/5/2022,144.32
9/5/2022,146.74
9/5/2022,139.79
9/5/2022,147.4
9/5/2022,148.13
9/5/2022,150.13
9/5/2022,148.32
9/5/2022,145.2
9/5/2022,143.27
9/5/2022,168.37
9/5/2022,158.33
9/6/2022,89.64
9/6/2022,127.47
9/6/2022,76.32
9/6/2022,92.6
9/6/2022,81.44
9/6/2022,126.28
9/6/2022,131.67
9/6/2022,145.71
9/6/2022,144.78
9/6/2022,175.46
9/6/2022,146.66
9/6/2022,146.77
9/6/2022,147
9/6/2022,147.1
9/6/2022,182.44
9/6/2022,151.83
9/6/2022,154.37
9/6/2022,169.16
9/6/2022,179.13
9/6/2022,179.36
9/6/2022,163.12
9/6/2022,146.76
9/6/2022,147.9
9/6/2022,161.05
9/7/2022,152.7
9/7/2022,129.33
9/7/2022,145.39
9/7/2022,108.28
9/7/2022,118.62
9/7/2022,144.1
9/7/2022,157.15
9/7/2022,142.85
9/7/2022,143.35
9/7/2022,170.97
9/7/2022,162.51
9/7/2022,203.51
9/7/2022,156.17
9/7/2022,145.1
9/7/2022,150.02
9/7/2022,144.16
9/7/2022,168.77
9/7/2022,415.77
9/7/2022,141.55
9/7/2022,161.44
9/7/2022,172.73
9/7/2022,148.08
9/7/2022,145.44
9/7/2022,145.06
9/8/2022,118.95
9/8/2022,125.1
9/8/2022,138.13
9/8/2022,139.06
9/8/2022,111.43
9/8/2022,140.59
9/8/2022,142.1
9/8/2022,142.39
9/8/2022,156.52
9/8/2022,191.54
9/8/2022,234.3
9/8/2022,192.72
9/8/2022,188.81
9/8/2022,189.8
9/8/2022,220.85
9/8/2022,243.52
9/8/2022,174.74
9/8/2022,162.49
9/8/2022,157.08
9/8/2022,151.38
9/8/2022,152.4
9/8/2022,150.01
9/8/2022,140.14
9/8/2022,139.56
9/9/2022,104.87
9/9/2022,126.84
9/9/2022,89.92
9/9/2022,132.03
9/9/2022,112.58
9/9/2022,135.49
9/9/2022,134.13
9/9/2022,139.85
9/9/2022,167.2
9/9/2022,150.35
9/9/2022,149.39
9/9/2022,151.78
9/9/2022,150.75
9/9/2022,158.32
9/9/2022,161.82
9/9/2022,187
9/9/2022,187
9/9/2022,156.89
9/9/2022,162.92
9/9/2022,156.81
9/9/2022,146.34
9/9/2022,138.83
9/9/2022,137.76
9/9/2022,129.12
9/10/2022,111.85
9/10/2022,88.93
9/10/2022,128.26
9/10/2022,126.82
9/10/2022,163.4
9/10/2022,131.27
9/10/2022,125.36
9/10/2022,134.06
9/10/2022,134.37
9/10/2022,138.92
9/10/2022,147.73
9/10/2022,162.47
9/10/2022,150.36
9/10/2022,154.57
9/10/2022,147
9/10/2022,147.33
9/10/2022,139.71
9/10/2022,142.02
9/10/2022,141.56
9/10/2022,149.93
9/10/2022,133.35
9/10/2022,130.56
9/10/2022,130.98
9/10/2022,123.79
9/11/2022,153.41
9/11/2022,149.74
9/11/2022,160.13
9/11/2022,109.01
9/11/2022,110.16
9/11/2022,94.21
9/11/2022,76.62
9/11/2022,115.04
9/11/2022,121.07
9/11/2022,122.23
9/11/2022,125.04
9/11/2022,130.54
9/11/2022,136.65
9/11/2022,138.98
9/11/2022,124.22
9/11/2022,126.62
9/11/2022,139.07
9/11/2022,137.75
9/11/2022,122.85
9/11/2022,134.94
9/11/2022,137.05
9/11/2022,124.78
9/11/2022,127.73
9/11/2022,126.5
9/12/2022,117.29
9/12/2022,133.18
9/12/2022,104.79
9/12/2022,134
9/12/2022,129.69
9/12/2022,135.5
9/12/2022,138.04
9/12/2022,138.93
9/12/2022,139.39
9/12/2022,140.7
9/12/2022,139.39
9/12/2022,142.17
9/12/2022,139.08
9/12/2022,139.38
9/12/2022,139.35
9/12/2022,157.78
9/12/2022,169.23
9/12/2022,154.31
9/12/2022,161.9
9/12/2022,149.63
9/12/2022,148.47
9/12/2022,138.42
9/12/2022,138.87
9/12/2022,136.9
9/13/2022,137.61
9/13/2022,139.66
9/13/2022,134.85
9/13/2022,133.3
9/13/2022,134.57
9/13/2022,135.95
9/13/2022,146.47
9/13/2022,154.12
9/13/2022,167.46
9/13/2022,174.13
9/13/2022,143.23
9/13/2022,145.65
9/13/2022,136.8
9/13/2022,133.47
9/13/2022,132.59
9/13/2022,141.64
9/13/2022,145.87
9/13/2022,136.15
9/13/2022,136.98
9/13/2022,135.37
9/13/2022,129.6
9/13/2022,129.8
9/13/2022,131.44
9/13/2022,100.85
9/14/2022,75.46
9/14/2022,77.23
9/14/2022,77.22
9/14/2022,77.22
9/14/2022,69.65
9/14/2022,114.29
9/14/2022,134.89
9/14/2022,141.53
9/14/2022,139.65
9/14/2022,140.55
9/14/2022,140.34
9/14/2022,141.93
9/14/2022,142.47
9/14/2022,140.38
9/14/2022,142.03
9/14/2022,139.91
9/14/2022,142.51
9/14/2022,142.58
9/14/2022,142.81
9/14/2022,142.37
9/14/2022,141.23
9/14/2022,138.82
9/14/2022,134.07
9/14/2022,84.65
