Date,HOEP and Global Adjustment
5/31/2022,136.61
5/31/2022,106.24
5/31/2022,77.29
6/1/2022,66.44
6/1/2022,67.74
6/1/2022,74.05
6/1/2022,76.18
6/1/2022,76.16
6/1/2022,78.22
6/1/2022,115.5
6/1/2022,136.08
6/1/2022,132.37
6/1/2022,127.02
6/1/2022,126.6
6/1/2022,137.09
6/1/2022,120.14
6/1/2022,124.47
6/1/2022,131.82
6/1/2022,139.25
6/1/2022,141.42
6/1/2022,140.61
6/1/2022,137.68
6/1/2022,127.66
6/1/2022,135.23
6/1/2022,118.09
6/1/2022,80.57
6/1/2022,70.61
6/2/2022,67.71
6/2/2022,68.68
6/2/2022,68.66
6/2/2022,64.75
6/2/2022,68.66
6/2/2022,71.78
6/2/2022,77.71
6/2/2022,85.71
6/2/2022,104.18
6/2/2022,124.49
6/2/2022,127.64
6/2/2022,121.07
6/2/2022,103.02
6/2/2022,101.78
6/2/2022,84.87
6/2/2022,76.15
6/2/2022,76.16
6/2/2022,76.46
6/2/2022,121.68
6/2/2022,134.61
6/2/2022,119.77
6/2/2022,111.9
6/2/2022,104.88
6/2/2022,72.99
6/3/2022,68.79
6/3/2022,68.76
6/3/2022,68.71
6/3/2022,68.78
6/3/2022,70.69
6/3/2022,72.49
6/3/2022,73.73
6/3/2022,79.01
6/3/2022,77.23
6/3/2022,75.28
6/3/2022,77.19
6/3/2022,69.79
6/3/2022,74.75
6/3/2022,70.37
6/3/2022,68.86
6/3/2022,75.16
6/3/2022,76.18
6/3/2022,68.84
6/3/2022,70.15
6/3/2022,69.47
6/3/2022,73.82
6/3/2022,68.71
6/3/2022,66.33
6/3/2022,62.85
6/4/2022,62.85
6/4/2022,62.6
6/4/2022,59.85
6/4/2022,62.85
6/4/2022,60.61
6/4/2022,63.05
6/4/2022,68.61
6/4/2022,68.7
6/4/2022,68.74
6/4/2022,68.67
6/4/2022,68.8
6/4/2022,68.61
6/4/2022,64.26
6/4/2022,62.85
6/4/2022,67.53
6/4/2022,68.23
6/4/2022,75.9
6/4/2022,77.15
6/4/2022,76.19
6/4/2022,76.21
6/4/2022,76.22
6/4/2022,81.13
6/4/2022,72.23
6/4/2022,66.24
6/5/2022,62.85
6/5/2022,61.54
6/5/2022,58.84
6/5/2022,58.75
6/5/2022,58.73
6/5/2022,58.75
6/5/2022,60.6
6/5/2022,67.12
6/5/2022,68.76
6/5/2022,70.79
6/5/2022,76.16
6/5/2022,76.28
6/5/2022,96.66
6/5/2022,90.56
6/5/2022,68.86
6/5/2022,71.41
6/5/2022,75.06
6/5/2022,70.39
6/5/2022,70.07
6/5/2022,68.78
6/5/2022,74.45
6/5/2022,71.35
6/5/2022,71.24
6/5/2022,63.32
6/6/2022,62.85
6/6/2022,62.85
6/6/2022,62.74
6/6/2022,62.79
6/6/2022,62.85
6/6/2022,64.26
6/6/2022,68.19
6/6/2022,69.99
6/6/2022,70.34
6/6/2022,112.56
6/6/2022,77.22
6/6/2022,71.81
6/6/2022,68.89
6/6/2022,77.22
6/6/2022,141.56
6/6/2022,153.4
6/6/2022,140.17
6/6/2022,74.55
6/6/2022,69.52
6/6/2022,68.06
6/6/2022,76.94
6/6/2022,87.92
6/6/2022,66.27
6/6/2022,63.29
6/7/2022,62.85
6/7/2022,62.85
6/7/2022,62.85
6/7/2022,62.85
6/7/2022,62.85
6/7/2022,65.77
6/7/2022,68.67
6/7/2022,68.8
6/7/2022,69.4
6/7/2022,77.2
6/7/2022,77.22
6/7/2022,77.21
6/7/2022,68.79
6/7/2022,95.53
6/7/2022,77.22
6/7/2022,70.29
6/7/2022,74.05
6/7/2022,71.89
6/7/2022,104.82
6/7/2022,168.1
6/7/2022,197.63
6/7/2022,166.85
6/7/2022,72.81
6/7/2022,74.82
6/8/2022,75.25
6/8/2022,68.86
6/8/2022,68.78
6/8/2022,68.71
6/8/2022,68.74
6/8/2022,72.34
6/8/2022,92.66
6/8/2022,84.88
6/8/2022,77.24
6/8/2022,77.22
6/8/2022,77.21
6/8/2022,77.2
6/8/2022,77.22
6/8/2022,72.44
6/8/2022,81.27
6/8/2022,132.15
6/8/2022,77.23
6/8/2022,71.05
6/8/2022,77.19
6/8/2022,150.45
6/8/2022,114.26
6/8/2022,112.74
6/8/2022,86.86
6/8/2022,69.43
6/9/2022,71.68
6/9/2022,70.21
6/9/2022,65.21
6/9/2022,64.23
6/9/2022,68.92
6/9/2022,70.51
6/9/2022,72.62
6/9/2022,75.36
6/9/2022,68.88
6/9/2022,76.18
6/9/2022,72.29
6/9/2022,70.21
6/9/2022,65.15
6/9/2022,62.85
6/9/2022,62.85
6/9/2022,68.09
6/9/2022,68.77
6/9/2022,72.49
6/9/2022,76.22
6/9/2022,106.71
6/9/2022,276.74
6/9/2022,168.79
6/9/2022,66.72
6/9/2022,65.73
6/10/2022,67.68
6/10/2022,65.16
6/10/2022,66.12
6/10/2022,65.67
6/10/2022,68.68
6/10/2022,68.52
6/10/2022,119.5
6/10/2022,150.64
6/10/2022,143.02
6/10/2022,118.15
6/10/2022,76.62
6/10/2022,77.93
6/10/2022,71.11
6/10/2022,74.47
6/10/2022,68.77
6/10/2022,70.28
6/10/2022,77.66
6/10/2022,102.39
6/10/2022,94.9
6/10/2022,70.66
6/10/2022,75.03
6/10/2022,86.96
6/10/2022,69.16
6/10/2022,68.2
6/11/2022,66.73
6/11/2022,64.26
6/11/2022,62.85
6/11/2022,61.2
6/11/2022,62.85
6/11/2022,63.78
6/11/2022,62.91
6/11/2022,73.4
6/11/2022,92.98
6/11/2022,76.88
6/11/2022,76.69
6/11/2022,76.18
6/11/2022,73.96
6/11/2022,69.06
6/11/2022,68.79
6/11/2022,68.81
6/11/2022,68.85
6/11/2022,70.47
6/11/2022,75.65
6/11/2022,71.78
6/11/2022,76.17
6/11/2022,95.64
6/11/2022,69.52
6/11/2022,66.2
6/12/2022,62.85
6/12/2022,62.84
6/12/2022,62.85
6/12/2022,62.46
6/12/2022,59.85
6/12/2022,61.71
6/12/2022,62.85
6/12/2022,68.07
6/12/2022,73.82
6/12/2022,76.15
6/12/2022,96.92
6/12/2022,87.37
6/12/2022,76.17
6/12/2022,76.16
6/12/2022,92.73
6/12/2022,105.77
6/12/2022,111.34
6/12/2022,131.96
6/12/2022,75.65
6/12/2022,76.18
6/12/2022,118.26
6/12/2022,115.67
6/12/2022,90.82
6/12/2022,67.84
6/13/2022,68.95
6/13/2022,68.43
6/13/2022,62.6
6/13/2022,66.56
6/13/2022,68.59
6/13/2022,83.26
6/13/2022,139.31
6/13/2022,75.62
6/13/2022,80.56
6/13/2022,75.61
6/13/2022,130.83
6/13/2022,140.76
6/13/2022,131.93
6/13/2022,82.91
6/13/2022,139.62
6/13/2022,143.17
6/13/2022,139.04
6/13/2022,141.56
6/13/2022,141.07
6/13/2022,126.03
6/13/2022,120.01
6/13/2022,78.3
6/13/2022,72.36
6/13/2022,75.51
6/14/2022,101.75
6/14/2022,71.27
6/14/2022,70.19
6/14/2022,76.2
6/14/2022,68.91
6/14/2022,66.63
6/14/2022,106.04
6/14/2022,125.82
6/14/2022,127.5
6/14/2022,143.34
6/14/2022,138.17
6/14/2022,139.07
6/14/2022,140.95
6/14/2022,140.31
6/14/2022,133.42
6/14/2022,142.32
6/14/2022,153.97
6/14/2022,167.44
6/14/2022,151.51
6/14/2022,143.57
6/14/2022,139.67
6/14/2022,83.81
6/14/2022,65.38
6/14/2022,63.29
6/15/2022,62.85
6/15/2022,68.13
6/15/2022,64.69
6/15/2022,62.85
6/15/2022,62.85
6/15/2022,65.27
6/15/2022,94.83
6/15/2022,108.92
6/15/2022,130
6/15/2022,125.75
6/15/2022,112.83
6/15/2022,129.03
6/15/2022,129.94
6/15/2022,122.39
6/15/2022,120.05
6/15/2022,111.72
6/15/2022,110.18
6/15/2022,114.87
6/15/2022,128.84
6/15/2022,119.09
6/15/2022,121.03
6/15/2022,118.68
6/15/2022,100.06
6/15/2022,80.06
6/16/2022,74.53
6/16/2022,83.34
6/16/2022,68.78
6/16/2022,65.13
6/16/2022,63.32
6/16/2022,70.11
6/16/2022,95.12
6/16/2022,83.49
6/16/2022,94.82
6/16/2022,111.62
6/16/2022,121.95
6/16/2022,134.36
6/16/2022,133.64
6/16/2022,131.53
6/16/2022,120.29
6/16/2022,129.16
6/16/2022,130.58
6/16/2022,119.02
6/16/2022,131.27
6/16/2022,133.71
6/16/2022,118.5
6/16/2022,99.27
6/16/2022,81.38
6/16/2022,90.44
6/17/2022,87.61
6/17/2022,77.15
6/17/2022,78.61
6/17/2022,68.77
6/17/2022,68.69
6/17/2022,67.43
6/17/2022,73.7
6/17/2022,84.55
6/17/2022,69.95
6/17/2022,69.63
6/17/2022,69.49
6/17/2022,77.21
6/17/2022,77.25
6/17/2022,77.21
6/17/2022,79.99
6/17/2022,106.66
6/17/2022,70.58
6/17/2022,72.46
6/17/2022,67.63
6/17/2022,63.79
6/17/2022,67.42
6/17/2022,66.75
6/17/2022,63.31
6/17/2022,62.85
6/18/2022,62.85
6/18/2022,62.78
6/18/2022,62.8
6/18/2022,62.74
6/18/2022,62.84
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,62.85
6/18/2022,63.28
6/18/2022,68.56
6/18/2022,68.79
6/18/2022,75.21
6/18/2022,68.69
6/18/2022,66.66
6/18/2022,62.85
6/19/2022,63.28
6/19/2022,60.72
6/19/2022,60.88
6/19/2022,59.92
6/19/2022,59.85
6/19/2022,58.42
6/19/2022,66.13
6/19/2022,69.56
6/19/2022,72.99
6/19/2022,73.77
6/19/2022,68.79
6/19/2022,67.96
6/19/2022,67.97
6/19/2022,68.42
6/19/2022,68.69
6/19/2022,69.91
6/19/2022,73.15
6/19/2022,70.03
6/19/2022,74.08
6/19/2022,126.72
6/19/2022,128.17
6/19/2022,478.39
6/19/2022,97.04
6/19/2022,86.44
6/20/2022,75.21
6/20/2022,68.76
6/20/2022,68.74
6/20/2022,75.08
6/20/2022,69.49
6/20/2022,70.87
6/20/2022,73.31
6/20/2022,82.02
6/20/2022,104.57
6/20/2022,111.17
6/20/2022,135.58
6/20/2022,101.79
6/20/2022,94.28
6/20/2022,130.46
6/20/2022,76.22
6/20/2022,74.58
6/20/2022,75.11
6/20/2022,98.4
6/20/2022,127.56
6/20/2022,127.05
6/20/2022,103.59
6/20/2022,92.51
6/20/2022,67.66
6/20/2022,64.78
6/21/2022,64.13
6/21/2022,68.68
6/21/2022,66.48
6/21/2022,63.49
6/21/2022,62.85
6/21/2022,66.05
6/21/2022,79.9
6/21/2022,132.3
6/21/2022,130.34
6/21/2022,136.75
6/21/2022,136.56
6/21/2022,134.11
6/21/2022,133.66
6/21/2022,133.68
6/21/2022,129.86
6/21/2022,131.12
6/21/2022,136.67
6/21/2022,133.85
6/21/2022,139.94
6/21/2022,146.46
6/21/2022,160.99
6/21/2022,134.56
6/21/2022,104.19
6/21/2022,68.13
6/22/2022,66.7
6/22/2022,72.65
6/22/2022,129.45
6/22/2022,128.67
6/22/2022,84.4
6/22/2022,88.75
6/22/2022,122.66
6/22/2022,139.68
6/22/2022,130.76
6/22/2022,128.63
6/22/2022,126.27
6/22/2022,124.39
6/22/2022,127.23
6/22/2022,134.81
6/22/2022,132.15
6/22/2022,131
6/22/2022,140
6/22/2022,181.3
6/22/2022,157.64
6/22/2022,151.68
6/22/2022,145.53
6/22/2022,129.94
6/22/2022,119.56
6/22/2022,80.03
6/23/2022,75.25
6/23/2022,80.06
6/23/2022,87.91
6/23/2022,100.2
6/23/2022,76.18
6/23/2022,71.49
6/23/2022,115.72
6/23/2022,128.59
6/23/2022,130.83
6/23/2022,131.08
6/23/2022,132.09
6/23/2022,133.39
6/23/2022,131.19
6/23/2022,131.66
6/23/2022,132
6/23/2022,146.41
6/23/2022,162.16
6/23/2022,153.88
6/23/2022,165.01
6/23/2022,151.13
6/23/2022,132.26
6/23/2022,130.26
6/23/2022,128.94
6/23/2022,126.45
6/24/2022,130.55
6/24/2022,126.76
6/24/2022,122.01
6/24/2022,122.42
6/24/2022,116.26
6/24/2022,102.79
6/24/2022,120.74
6/24/2022,126.19
6/24/2022,126.76
6/24/2022,127.09
6/24/2022,127.6
6/24/2022,128
6/24/2022,128.08
6/24/2022,128.65
6/24/2022,129.7
6/24/2022,158.92
6/24/2022,194.01
6/24/2022,183.84
6/24/2022,176.88
6/24/2022,151.37
6/24/2022,127.75
6/24/2022,134.25
6/24/2022,126.73
6/24/2022,116.59
6/25/2022,100.46
6/25/2022,113.9
6/25/2022,119.26
6/25/2022,117.15
6/25/2022,104.74
6/25/2022,94
6/25/2022,113.75
6/25/2022,120.82
6/25/2022,127.68
6/25/2022,125.13
6/25/2022,151.7
6/25/2022,189.56
6/25/2022,180.85
6/25/2022,204.3
6/25/2022,211.82
6/25/2022,189.83
6/25/2022,258.6
6/25/2022,200.58
6/25/2022,196.24
6/25/2022,166.31
6/25/2022,133.5
6/25/2022,131.74
6/25/2022,121.72
6/25/2022,120.86
6/26/2022,124.89
6/26/2022,101.8
6/26/2022,119.55
6/26/2022,129.1
6/26/2022,84.06
6/26/2022,71.71
6/26/2022,96.72
6/26/2022,84.78
6/26/2022,77.24
6/26/2022,123.3
6/26/2022,124.39
6/26/2022,158.35
6/26/2022,130.47
6/26/2022,125.24
6/26/2022,125.62
6/26/2022,135.5
6/26/2022,162.07
6/26/2022,160.89
6/26/2022,155.13
6/26/2022,128.07
6/26/2022,124.43
6/26/2022,129.84
6/26/2022,122.97
6/26/2022,105.99
6/27/2022,76.53
6/27/2022,77.22
6/27/2022,129.72
6/27/2022,143.29
6/27/2022,77.2
6/27/2022,73.65
6/27/2022,94.78
6/27/2022,84.26
6/27/2022,92.01
6/27/2022,103.96
6/27/2022,120.46
6/27/2022,121.69
6/27/2022,123.24
6/27/2022,123.31
6/27/2022,122.48
6/27/2022,122.8
6/27/2022,122.96
6/27/2022,122.88
6/27/2022,122.94
6/27/2022,124.25
6/27/2022,124.33
6/27/2022,123.54
6/27/2022,120.74
6/27/2022,84.63
6/28/2022,67.68
6/28/2022,77.21
6/28/2022,77.25
6/28/2022,120.42
6/28/2022,77.23
6/28/2022,94.49
6/28/2022,118.74
6/28/2022,118.92
6/28/2022,117.64
6/28/2022,119.72
6/28/2022,120.13
6/28/2022,120.75
6/28/2022,119.48
6/28/2022,116.65
6/28/2022,118.78
6/28/2022,121.58
6/28/2022,122
6/28/2022,121.58
6/28/2022,122
6/28/2022,122.79
6/28/2022,122
6/28/2022,103.29
6/28/2022,94.16
6/28/2022,84.86
6/29/2022,81.41
6/29/2022,77.23
6/29/2022,77.24
6/29/2022,77.24
6/29/2022,69.29
6/29/2022,86.37
6/29/2022,120.9
6/29/2022,105.52
6/29/2022,108.23
6/29/2022,125.58
6/29/2022,124.61
6/29/2022,126.2
6/29/2022,126.05
6/29/2022,127.87
6/29/2022,127.59
6/29/2022,132.55
6/29/2022,135.89
6/29/2022,128.89
6/29/2022,140.94
6/29/2022,130.5
6/29/2022,128.51
6/29/2022,128.28
6/29/2022,118.35
6/29/2022,83.65
6/30/2022,71.99
6/30/2022,73.92
6/30/2022,75.89
6/30/2022,72.79
6/30/2022,76.37
6/30/2022,74.25
6/30/2022,91.55
6/30/2022,121.04
6/30/2022,163.74
6/30/2022,121.4
6/30/2022,121.81
6/30/2022,121.04
6/30/2022,122.82
6/30/2022,123.54
6/30/2022,122.95
6/30/2022,120.88
6/30/2022,125.83
6/30/2022,127.25
6/30/2022,126.87
6/30/2022,124.1
6/30/2022,118.62
6/30/2022,83.72
6/30/2022,69.55
6/30/2022,67.69
7/1/2022,63.18
7/1/2022,62.85
7/1/2022,62.85
7/1/2022,62.85
7/1/2022,62.85
7/1/2022,65.73
7/1/2022,70.31
7/1/2022,100.22
7/1/2022,116.97
7/1/2022,121.97
7/1/2022,123.37
7/1/2022,124.41
7/1/2022,123.31
7/1/2022,123.27
7/1/2022,123.37
7/1/2022,123.08
7/1/2022,122.96
7/1/2022,122.82
7/1/2022,116.5
7/1/2022,106.81
7/1/2022,122.19
7/1/2022,119.31
7/1/2022,123.3
7/1/2022,117.22
7/2/2022,110.35
7/2/2022,77.2
7/2/2022,77.19
7/2/2022,92.17
7/2/2022,74.84
7/2/2022,72.6
7/2/2022,74.87
7/2/2022,105.52
7/2/2022,116.03
7/2/2022,116.29
7/2/2022,117.75
7/2/2022,116.73
7/2/2022,116.7
7/2/2022,116.24
7/2/2022,114.83
7/2/2022,115.41
7/2/2022,117.28
7/2/2022,118.73
7/2/2022,118.55
7/2/2022,116.84
7/2/2022,112.62
7/2/2022,116.96
7/2/2022,119.8
7/2/2022,106.08
7/3/2022,76.37
7/3/2022,76.59
7/3/2022,76.68
7/3/2022,76.27
7/3/2022,76.22
7/3/2022,83.68
7/3/2022,79.1
7/3/2022,79.11
7/3/2022,79.51
7/3/2022,76.2
7/3/2022,115.21
7/3/2022,115.21
7/3/2022,102.11
7/3/2022,95.63
7/3/2022,105.85
7/3/2022,116.81
7/3/2022,119.3
7/3/2022,120.61
7/3/2022,120.72
7/3/2022,119.64
7/3/2022,118.59
7/3/2022,117.48
7/3/2022,105.85
7/3/2022,88.55
7/4/2022,80.93
7/4/2022,77.37
7/4/2022,83.9
7/4/2022,84.41
7/4/2022,81.96
7/4/2022,86.38
7/4/2022,110.2
7/4/2022,110.96
7/4/2022,113.9
7/4/2022,114.21
7/4/2022,115.19
7/4/2022,117.37
7/4/2022,118.8
7/4/2022,116.87
7/4/2022,108.63
7/4/2022,104.71
7/4/2022,108.37
7/4/2022,112.78
7/4/2022,112.97
7/4/2022,114.52
7/4/2022,116.39
7/4/2022,115.75
7/4/2022,103.52
7/4/2022,100.9
7/5/2022,80.07
7/5/2022,76.03
7/5/2022,69.39
7/5/2022,67.68
7/5/2022,70.41
7/5/2022,76.08
7/5/2022,95
7/5/2022,115.06
7/5/2022,115.2
7/5/2022,111.75
7/5/2022,115.23
7/5/2022,115.18
7/5/2022,114.65
7/5/2022,105.26
7/5/2022,106.56
7/5/2022,107.28
7/5/2022,115.9
7/5/2022,116.49
7/5/2022,117.66
7/5/2022,116.64
7/5/2022,118.11
7/5/2022,118.09
7/5/2022,113.22
7/5/2022,117.29
7/6/2022,118.87
7/6/2022,110.34
7/6/2022,98.84
7/6/2022,93.03
7/6/2022,87.9
7/6/2022,94.34
7/6/2022,109.81
7/6/2022,117.04
7/6/2022,118.31
7/6/2022,116.93
7/6/2022,119.57
7/6/2022,119.08
7/6/2022,117.53
7/6/2022,115.4
7/6/2022,114.81
7/6/2022,114.23
7/6/2022,113.67
7/6/2022,115
7/6/2022,116.99
7/6/2022,115.18
7/6/2022,115.32
7/6/2022,117.53
7/6/2022,117.01
7/6/2022,117.75
7/7/2022,105.95
7/7/2022,103.37
7/7/2022,80.16
7/7/2022,77.55
7/7/2022,77.31
7/7/2022,97.64
7/7/2022,106.55
7/7/2022,114.83
7/7/2022,116.77
7/7/2022,116.63
7/7/2022,117.98
7/7/2022,118.25
7/7/2022,117.59
7/7/2022,118.67
7/7/2022,117.55
7/7/2022,124.17
7/7/2022,149.68
7/7/2022,141.3
7/7/2022,143.29
7/7/2022,144.57
7/7/2022,129.12
7/7/2022,118.46
7/7/2022,117.29
7/7/2022,115.25
7/8/2022,102.18
7/8/2022,83.96
7/8/2022,90.36
7/8/2022,77.24
7/8/2022,83.32
7/8/2022,76.49
7/8/2022,103.36
7/8/2022,121.58
7/8/2022,122.1
7/8/2022,122.53
7/8/2022,123.65
7/8/2022,134.1
7/8/2022,128.47
7/8/2022,123.64
7/8/2022,122.73
7/8/2022,125.64
7/8/2022,122.59
7/8/2022,122.48
7/8/2022,122.48
7/8/2022,121.87
7/8/2022,120.14
7/8/2022,112.12
7/8/2022,69.53
7/8/2022,65.44
7/9/2022,64.86
7/9/2022,65.59
7/9/2022,63.34
7/9/2022,62.85
7/9/2022,62.85
7/9/2022,69.35
7/9/2022,86.17
7/9/2022,113.63
7/9/2022,79.96
7/9/2022,94.1
7/9/2022,120.31
7/9/2022,107.72
7/9/2022,76.78
7/9/2022,77.14
7/9/2022,105.93
7/9/2022,111.82
7/9/2022,121.59
7/9/2022,123.31
7/9/2022,123.62
7/9/2022,121.89
7/9/2022,120.95
7/9/2022,117.21
7/9/2022,86.65
7/9/2022,97.89
7/10/2022,86.84
7/10/2022,121.26
7/10/2022,126.83
7/10/2022,77.1
7/10/2022,76.86
7/10/2022,98.15
7/10/2022,111.13
7/10/2022,96.97
7/10/2022,115.55
7/10/2022,116.89
7/10/2022,114.97
7/10/2022,119.02
7/10/2022,115.52
7/10/2022,119.51
7/10/2022,117.42
7/10/2022,123.09
7/10/2022,138.28
7/10/2022,167.08
7/10/2022,168.25
7/10/2022,127.36
7/10/2022,125.9
7/10/2022,124.6
7/10/2022,122.08
7/10/2022,119.33
7/11/2022,121.67
7/11/2022,121.05
7/11/2022,126.11
7/11/2022,118.59
7/11/2022,110.94
7/11/2022,93.81
7/11/2022,104.1
7/11/2022,120.01
7/11/2022,121
7/11/2022,123.46
7/11/2022,120.71
7/11/2022,121.02
7/11/2022,123.46
7/11/2022,123.51
7/11/2022,123.17
7/11/2022,121.62
7/11/2022,122.97
7/11/2022,122.29
7/11/2022,121.97
7/11/2022,123.58
7/11/2022,123.59
7/11/2022,122.31
7/11/2022,119.12
7/11/2022,120.21
7/12/2022,124.03
7/12/2022,150.98
7/12/2022,98.27
7/12/2022,114.27
7/12/2022,83.24
7/12/2022,92.08
7/12/2022,126.32
7/12/2022,128.52
7/12/2022,128.94
7/12/2022,128.76
7/12/2022,128.85
7/12/2022,133.97
7/12/2022,164.27
7/12/2022,158.12
7/12/2022,154.98
7/12/2022,173.75
7/12/2022,180.41
7/12/2022,163.41
7/12/2022,160.31
7/12/2022,144.58
7/12/2022,141.75
7/12/2022,129.35
7/12/2022,126.69
7/12/2022,125.11
7/13/2022,127.68
7/13/2022,123.66
7/13/2022,116.94
7/13/2022,121.67
7/13/2022,113.75
7/13/2022,123.56
7/13/2022,124.63
7/13/2022,126.38
7/13/2022,127.24
7/13/2022,135.37
7/13/2022,161.94
7/13/2022,152.16
7/13/2022,127.96
7/13/2022,130.01
7/13/2022,128.56
7/13/2022,127.98
7/13/2022,128.02
7/13/2022,127.3
7/13/2022,127.25
7/13/2022,127.5
7/13/2022,127.37
7/13/2022,126.04
7/13/2022,124.11
7/13/2022,129.18
7/14/2022,130.03
7/14/2022,106.17
7/14/2022,130.16
7/14/2022,82.95
7/14/2022,75.19
7/14/2022,75.34
7/14/2022,92.11
7/14/2022,125.38
7/14/2022,125.38
7/14/2022,126.07
7/14/2022,126.57
7/14/2022,127.89
7/14/2022,127.7
7/14/2022,127.18
7/14/2022,126.46
7/14/2022,126.38
7/14/2022,126.97
7/14/2022,127.79
7/14/2022,128.64
7/14/2022,127.84
7/14/2022,127.28
7/14/2022,126.71
7/14/2022,124.79
7/14/2022,114.01
7/15/2022,123.07
7/15/2022,126.13
7/15/2022,114.52
7/15/2022,115.07
7/15/2022,79.85
7/15/2022,94.23
7/15/2022,95.46
7/15/2022,116.26
7/15/2022,122.66
7/15/2022,126.74
7/15/2022,127.96
7/15/2022,128.06
7/15/2022,129.32
7/15/2022,130.02
7/15/2022,130.5
7/15/2022,130.73
7/15/2022,131.44
7/15/2022,130.71
7/15/2022,131.35
7/15/2022,130.44
7/15/2022,130.02
7/15/2022,128.69
7/15/2022,126.18
7/15/2022,101.14
7/16/2022,101.25
7/16/2022,116.85
7/16/2022,86.07
7/16/2022,109.73
7/16/2022,116.74
7/16/2022,104.51
7/16/2022,97.88
7/16/2022,101.39
7/16/2022,121.49
7/16/2022,129.24
7/16/2022,129.64
7/16/2022,128.9
7/16/2022,129.81
7/16/2022,129.86
7/16/2022,129.96
7/16/2022,131.36
7/16/2022,139.11
7/16/2022,138.73
7/16/2022,150.06
7/16/2022,132.16
7/16/2022,129.92
7/16/2022,128.4
7/16/2022,127.08
7/16/2022,102.88
7/17/2022,102.26
7/17/2022,114.21
7/17/2022,114
7/17/2022,113.48
7/17/2022,110.59
7/17/2022,76.53
7/17/2022,75.07
7/17/2022,89.99
7/17/2022,117.32
7/17/2022,128.35
7/17/2022,129.49
7/17/2022,129.33
7/17/2022,129.99
7/17/2022,129.71
7/17/2022,131.13
7/17/2022,135.18
7/17/2022,134.61
7/17/2022,130.55
7/17/2022,131.65
7/17/2022,132.85
7/17/2022,130.21
7/17/2022,129.86
7/17/2022,128.8
7/17/2022,127.28
7/18/2022,126.28
7/18/2022,127.94
7/18/2022,116.42
7/18/2022,132.81
7/18/2022,91.74
7/18/2022,115.53
7/18/2022,126.22
7/18/2022,128.98
7/18/2022,129.65
7/18/2022,129.29
7/18/2022,129.24
7/18/2022,129.18
7/18/2022,127.39
7/18/2022,128.99
7/18/2022,129.19
7/18/2022,129.28
7/18/2022,134.23
7/18/2022,134.87
7/18/2022,149.12
7/18/2022,132.4
7/18/2022,130.74
7/18/2022,126.71
7/18/2022,126.01
7/18/2022,102.52
7/19/2022,90.44
7/19/2022,140.36
7/19/2022,140.02
7/19/2022,139.47
7/19/2022,77.2
7/19/2022,87.54
7/19/2022,119.81
7/19/2022,125.09
7/19/2022,137.55
7/19/2022,144.16
7/19/2022,188.78
7/19/2022,165.79
7/19/2022,146.17
7/19/2022,144.6
7/19/2022,141.78
7/19/2022,137.5
7/19/2022,147.62
7/19/2022,154.55
7/19/2022,173.63
7/19/2022,235.13
7/19/2022,209.35
7/19/2022,152.4
7/19/2022,138.37
7/19/2022,136.29
7/20/2022,117.58
7/20/2022,120.27
7/20/2022,114.22
7/20/2022,77.24
7/20/2022,77.23
7/20/2022,91.8
7/20/2022,123.42
7/20/2022,135.43
7/20/2022,136.65
7/20/2022,142.55
7/20/2022,138.64
7/20/2022,141.16
7/20/2022,139.64
7/20/2022,137.6
7/20/2022,137.09
7/20/2022,140.14
7/20/2022,130.74
7/20/2022,130.77
7/20/2022,133.64
7/20/2022,143.2
7/20/2022,152.04
7/20/2022,127.73
7/20/2022,130.95
7/20/2022,109.85
7/21/2022,95.98
7/21/2022,128.63
7/21/2022,128.42
7/21/2022,105.12
7/21/2022,77.24
7/21/2022,79.9
7/21/2022,119.98
7/21/2022,134.82
7/21/2022,133.5
7/21/2022,135.03
7/21/2022,133.01
7/21/2022,136.56
7/21/2022,133.11
7/21/2022,136.84
7/21/2022,133.3
7/21/2022,133.32
7/21/2022,139.23
7/21/2022,144.44
7/21/2022,167.11
7/21/2022,164.6
7/21/2022,147.83
7/21/2022,139.38
7/21/2022,136.84
7/21/2022,132.22
7/22/2022,97.06
7/22/2022,77.18
7/22/2022,88.26
7/22/2022,118.8
7/22/2022,76.7
7/22/2022,72.38
7/22/2022,100.35
7/22/2022,136.39
7/22/2022,141.44
7/22/2022,142.49
7/22/2022,145.48
7/22/2022,149.09
7/22/2022,147.77
7/22/2022,144.93
7/22/2022,141.58
7/22/2022,148.37
7/22/2022,144.5
7/22/2022,146.5
7/22/2022,152.14
7/22/2022,136.85
7/22/2022,137.63
7/22/2022,138.62
7/22/2022,135.21
7/22/2022,152.73
7/23/2022,170.33
7/23/2022,176.62
7/23/2022,134.75
7/23/2022,146.24
7/23/2022,80.68
7/23/2022,69.64
7/23/2022,87.18
7/23/2022,129.69
7/23/2022,144.84
7/23/2022,145.15
7/23/2022,145.33
7/23/2022,145.89
7/23/2022,145.37
7/23/2022,155.64
7/23/2022,167.05
7/23/2022,162.13
7/23/2022,151.12
7/23/2022,205.36
7/23/2022,148.98
7/23/2022,148.08
7/23/2022,148.31
7/23/2022,143.89
